,user_id,username,user_city,user_state,reviewed_hotel
1018,U001019,Raymond B,Philadelphia,UnitedStates,['H000864']
1019,U001020,H4693MCelizabethe,Fort Jones,California,['H000864']
1020,U001021,bearhug973,Lausanne,Switzerland,['H000864']
1021,U001022,Lipadad,Harleysville,Pennsylvania,['H001112']
1022,U001023,Layla408,San Jose,California,['H001112']
1023,U001024,Greg A,Vancouver Island,Canada,['H000501']
1024,U001025,JayMel86,Fresno,California,['H000501']
1025,U001026,toha25,Stockholm,Sweden,['H000501']
1026,U001027,KatkaZakova,Trencin,Slovakia,['H000501']
1027,U001028,BrentR829,Plainview,Texas,['H000501']
1028,U001029,WorkHardPlayHard2008,New York City,NewYork,['H000501']
1029,U001030,lesaj80,Tulsa,UnitedStates,['H000848']
1030,U001031,Nancy W,Anchorage,Alaska,"['H000712', 'H000117']"
1031,U001032,sooperman133,Colorado Springs,CO,['H001139']
1032,U001033,Y4582LOrobertv,Santa Barbara,UnitedStates,['H000235']
1033,U001034,HomeStore S,San Felipe,Mexico,['H000235']
1034,U001035,Vince C,Las Vegas,NV,['H000426']
1035,U001036,pb7711111111111111,Riverside,California,['H000431']
1036,U001037,angusoaks11,Janesville,WI,['H000739']
1037,U001038,JeremeM75,Hannibal,MO,['H000739']
1038,U001039,mw59,Big Bend,WI,['H000739']
1039,U001040,Elizabeth F,North Carolina Mountains,NC,['H000739']
1040,U001041,sportair,Puyallup,WA,['H000739']
1041,U001042,Michael O,Decatur,IL,"['H000739', 'H000942']"
1042,U001043,618james,Columbia,MO,['H000739']
1043,U001044,tommyzb,Denver,CO,['H000739']
1044,U001045,Michelle R,Port Huron,MI,"['H000739', 'H000445']"
1045,U001046,Jenahlee C,Riverside,IA,['H000739']
1046,U001047,Inkwife57,Charlotte,NC,['H000739']
1047,U001048,texpat10,Chicago,IL,['H000739']
1048,U001049,smlp1155,Des Moines,IA,['H000739']
1049,U001050,Martina W,Indianapolis,IN,['H000739']
1050,U001051,Nod S,Clearwater,Florida,['H001270']
1051,U001052,1upstateNYer,Binghamton,NY,['H000389']
1052,U001053,Smckslimmy,Incline Village,NV,['H000389']
1053,U001054,Musiqangel,San Jose,CA,['H000389']
1054,U001055,Tam622015,Stockton,CA,['H000389']
1055,U001056,Osuz518,Pleasantville,IA,['H000402']
1056,U001057,Jern3,Ankeny,IA,['H000402']
1057,U001058,Soupie S,Moore,OK,['H000402']
1058,U001059,Frank I,Mount Pleasant,SC,['H000436']
1059,U001060,debv08,Davie,FL,['H000436']
1060,U001061,petersW616HV,Deerfield Beach,FL,['H000436']
1061,U001062,BeckyHorton55,Rogersville,MO,['H000436']
1062,U001063,plrbr1120,The Villages,FL,['H000436']
1063,U001064,769octavian,Powder Springs,GA,['H000436']
1064,U001065,jaj320,Springfield,IL,['H000436']
1065,U001066,kenneth m,DeLand,FL,['H000436']
1066,U001067,Nancee M,Sanibel Island,FL,['H000436']
1067,U001068,traveling32952,Merritt Island,FL,['H000436']
1068,U001069,Suesiggy,Plantation,FL,['H000436']
1069,U001070,Kim34432,Dunnellon,FL,['H000436']
1070,U001071,Steve B,Hernando Beach,FL,"['H000436', 'H000152']"
1071,U001072,Christine P,Nelson,Nelson,['H000780']
1072,U001073,angier_r_1275,El Centro,California,['H000780']
1073,U001074,Margarita V,Los Angeles,California,['H000780']
1074,U001075,Kaitlyn G,Buffalo,NewYork,['H000780']
1075,U001076,shellyc123,San Diego,California,['H000780']
1076,U001077,katieimogen,Brisbane,Australia,['H000780']
1077,U001078,Julie R,Glendale,Arizona,"['H000780', 'H000697']"
1078,U001079,Melanie H,Prescott,Arizona,['H000780']
1079,U001080,Moshe Z,San Antonio,Texas,['H000780']
1080,U001081,mrsahn,Seattle,Washington,['H000780']
1081,U001082,CharleneCC,Alpine,California,['H000780']
1082,U001083,andreacQ6029KW,Brisbane,Australia,['H000780']
1083,U001084,amandamE3868FQ,Salt Lake City,UT,['H000780']
1084,U001085,Darin H,Simi Valley,California,['H000780']
1085,U001086,Nancy J,Kihei,Hawaii,"['H000780', 'H000697']"
1086,U001087,Crystal M,KailuaKona,Hawaii,"['H000780', 'H000722']"
1087,U001088,jayhawkinva,Stafford,Virginia,['H000780']
1088,U001089,LH1982_10,Coventry,UnitedKingdom,['H000780']
1089,U001090,424ams,Seattle,Washington,['H000780']
1090,U001091,Tripgirl3739,Salem,Oregon,['H000780']
1091,U001092,eeeiiih,Sacramento,California,['H000780']
1092,U001093,7298twins,Livermore,California,['H000780']
1093,U001094,Ms_Traveler113,Boulder,Colorado,"['H000780', 'H000440']"
1094,U001095,amandalynn19,Oahus Windward Coast,Hawaii,['H000780']
1095,U001096,ggarcia99,Santa Barbara,California,['H000780']
1096,U001097,lisapataky,St Petersburg,Florida,['H000780']
1097,U001098,viclmzn,Salinas,CA,['H000896']
1098,U001099,Donald S,Tazewell,UnitedStates,['H001088']
1099,U001100,Julie P,McKinley Park,AK,['H000622']
1100,U001101,DiGoesMobile,Sedona,AZ,['H000622']
1101,U001102,William A,Monrovia,CA,['H000977']
1102,U001103,HeidiLoo,Cincinnati,Ohio,['H000875']
1103,U001104,mdf0811,Miami Beach,Florida,['H000875']
1104,U001105,linda_ski,Sonoma,CA,['H000657']
1105,U001106,Tina M,Charleston,SC,"['H000657', 'H000645']"
1106,U001107,LoboPirate,Pensacola,FL,['H000657']
1107,U001108,ccheekers,Oxford,OH,['H000524']
1108,U001109,Chris M,Bend,OR,['H000530']
1109,U001110,Tony C,Jonesborough,TN,['H000275']
1110,U001111,Margee J,Mount Vernon,WA,['H000275']
1111,U001112,ClarkGriswold25,Kaukauna,WI,['H000439']
1112,U001113,FrequentFlier10166,San Diego,California,['H000520']
1113,U001114,Larosern,Crofton,MD,['H000589']
1114,U001115,2ofusHavingFun,Fredericksburg,VA,['H000589']
1115,U001116,justsomeguyinla,San Gabriel,CA,['H000589']
1116,U001117,Misty S,Cookeville,Tennessee,['H000470']
1117,U001118,Carlos M,Oakland,CA,['H000470']
1118,U001119,Babu2773,Chicago,IL,['H001291']
1119,U001120,mk172016,Middleton,WI,['H000692']
1120,U001121,Donna A,Minneapolis,MN,['H000692']
1121,U001122,lisahall2014,Farmington,Minnesota,['H000578']
1122,U001123,Sammy M,Racine,WI,['H001020']
1123,U001124,robert S,Dallas,TX,['H001020']
1124,U001125,cyn m,Lake Forest,IL,['H000669']
1125,U001126,coreyb936,Delray Beach,FL,['H000669']
1126,U001127,lwlevey,Holland,Michigan,['H000534']
1127,U001128,marcella54772,Wheeler,Wisconsin,['H001180']
1128,U001129,aspen810,Fort Collins,CO,['H001273']
1129,U001130,Sandra B,Goldthwaite,TX,"['H000250', 'H001028']"
1130,U001131,JSZx2,Cedarburg,WI,['H001101']
1131,U001132,jryon,Bremerton,WA,['H000111']
1132,U001133,Booker B,North Salt Lake,UT,['H001134']
1133,U001134,rockysmom1221,Bullhead City,Arizona,['H000668']
1134,U001135,nitapatel1972,Springfield,Illinois,['H000668']
1135,U001136,Judy M,Atlanta,Georgia,['H000668']
1136,U001137,YogiHeathor,Los Angeles,California,['H000444']
1137,U001138,BNEnicko,Brisbane,Australia,['H000444']
1138,U001139,lulu532015,Sydney,Australia,['H000444']
1139,U001140,K3MP5,Canberra,Australia,['H000444']
1140,U001141,melissawilson2016,Troy,Kansas,['H000633']
1141,U001142,Steve K,Lee's Summit,MO,"['H000615', 'H000759', 'H000599', 'H000689']"
1142,U001143,chris d,Ceres,CA,['H000912']
1143,U001144,960jomar,Kissimmee,FL,['H000912']
1144,U001145,sc0828,Tampa,FL,['H000912']
1145,U001146,Bigzeek,Naples,FL,['H000912']
1146,U001147,Marissa d,Columbia,MO,['H000912']
1147,U001148,Craig H,Manassas,VA,['H000912']
1148,U001149,dmn1257,Ho Ho Kus,NJ,['H000912']
1149,U001150,FanOfWine11,Springfield,IL,['H000912']
1150,U001151,sandylovesCT,Manchester,NH,['H000912']
1151,U001152,BollyK7079,Miami,FL,['H000912']
1152,U001153,Carrotqueen214,St. Petersburg,FL,['H000912']
1153,U001154,chebean,Jacksonville,FL,['H000912']
1154,U001155,Barrett645,San Diego,CA,['H000912']
1155,U001156,P707XRanthonyt,Los Angeles,CA,['H000912']
1156,U001157,Courtney K,Cleveland,OH,['H000912']
1157,U001158,Julie H,Temecula,CA,['H000912']
1158,U001159,Jennifer C,Pasadena,MD,"['H000912', 'H000493']"
1159,U001160,kkcrane,Brookville,OH,['H000912']
1160,U001161,marketbraca53,Tampa,FL,['H000912']
1161,U001162,Jenny S,Metro Minneapolis-Saint Paul,MN,['H000912']
1162,U001163,JC-Grillmaster,Chicago,IL,['H000912']
1163,U001164,Carm2226,Kalamazoo,MI,['H000912']
1164,U001165,TravelBee231,Battle Creek,MI,['H000912']
1165,U001166,rotonda2002,Rotonda West,FL,['H000912']
1166,U001167,LurdleTurtle,Anchorage,AK,['H000912']
1167,U001168,Jeani S,Martinsburg,WV,['H001092']
1168,U001169,justwokeup35,Woodbridge,NJ,['H001055']
1169,U001170,WayneAnderson,Greeley,CO,['H000435']
1170,U001171,Doug295,Levittown,PA,['H000522']
1171,U001172,ChicShari,Newark,DE,['H000522']
1172,U001173,aaronsC1542TX,Oregon Ciy,UnitedStates,['H000971']
1173,U001174,294michaelthomas,Aurora,IL,['H000329']
1174,U001175,bandero510,Jakarta,Indonesia,['H001091']
1175,U001176,LowieSantiago_Chile,Santiago,Chile,['H001091']
1176,U001177,Stella T,London,UnitedKingdom,['H001091']
1177,U001178,EddieC64,New York City,NewYork,['H001091']
1178,U001179,sdaley77,Racine,Wisconsin,['H001091']
1179,U001180,Tyler W,Fritch,Texas,['H001091']
1180,U001181,anbillava,Edison,NewJersey,['H001091']
1181,U001182,LMaeW,Morgantown,WestVirginia,['H001091']
1182,U001183,Kelsey W,Minneapolis,Minnesota,['H001091']
1183,U001184,Casey R,Kelley,Iowa,['H001091']
1184,U001185,Zaley0,Detroit,Michigan,['H001091']
1185,U001186,huaqiy,Redmond,Washington,['H001091']
1186,U001187,tobah99,Philadelphia,Pennsylvania,['H001091']
1187,U001188,Foxytravelgirl,San Francisco,California,['H001091']
1188,U001189,hfcr073,Norton,Ohio,['H001091']
1189,U001190,Worldtraveller21,Melbourne,Australia,['H001091']
1190,U001191,kellydD9581QQ,Dallas,Texas,['H001091']
1191,U001192,Jim N,Glencoe,Illinois,['H001091']
1192,U001193,Heather A,Murray,Utah,"['H001091', 'H000593', 'H001124']"
1193,U001194,kitt053,Slidell,Louisiana,['H001091']
1194,U001195,Jet61340426267,Mackay,Australia,['H001091']
1195,U001196,Vilma B,Alexandria,Virginia,['H001091']
1196,U001197,cnastasi,Liverpool,Pennsylvania,['H001091']
1197,U001198,Buffy24,Lincoln,Nebraska,['H001091']
1198,U001199,CRF93,Toronto,Canada,['H001091']
1199,U001200,aphsmith,Kansas City,Missouri,['H001091']
1200,U001201,dougmendoza,Chesterfield,Missouri,['H001091']
1201,U001202,888TheSmithFamily,Columbia,SouthCarolina,['H001091']
1202,U001203,Diamondfish,Columbus,Ohio,['H001091']
1203,U001204,Jerry C,Camarillo,California,"['H001091', 'H000917']"
1204,U001205,CindyO841,Omaha,Nebraska,['H001091']
1205,U001206,Feidhlim2018,Toronto,Canada,['H001091']
1206,U001207,Dareese G,Southfield,Michigan,['H001091']
1207,U001208,PaulaMarie124,Carlisle,Kentucky,['H001091']
1208,U001209,ullakko,Helsinki,Finland,['H001091']
1209,U001210,Karuna_AE,Philadelphia,Pennsylvania,['H001091']
1210,U001211,Buckminster F,Madison,Wisconsin,['H001091']
1211,U001212,Kanna46,Saint Michael,Minnesota,['H001091']
1212,U001213,Hillary W,Charlotte,NorthCarolina,['H001091']
1213,U001214,Beverly S,Spokane Valley,Washington,['H001091']
1214,U001215,dn87,Chicago,Illinois,['H001091']
1215,U001216,Dustytexas,Lubbock,Texas,['H001091']
1216,U001217,Whenwetravelto,Niagara Falls,NewYork,['H001091']
1217,U001218,nicolani74,Cork,Ireland,['H001091']
1218,U001219,cformosa4,Vancouver,Canada,"['H001091', 'H001091']"
1219,U001220,JenGregEthan,Rocky River,Ohio,['H001091']
1220,U001221,Sadie T,Milwaukee,Wisconsin,['H001091']
1221,U001222,katfrog45,Philadelphia,Pennsylvania,['H001091']
1222,U001223,samtanimal,New York City,NewYork,['H001091']
1223,U001224,willie173,Sydney,Australia,['H001091']
1224,U001225,totallynoname,Kinross,UnitedKingdom,['H001091']
1225,U001226,Oregon-weirdo,Portland,Oregon,['H001091']
1226,U001227,Duncanman,Raleigh,NorthCarolina,['H001091']
1227,U001228,Spokes29,Welland,Canada,['H001091']
1228,U001229,travelbuff101,Mount Pleasant,Wisconsin,['H001091']
1229,U001230,chellfgott,Gold Canyon,Arizona,['H001091']
1230,U001231,David W,Indianapolis,IN,"['H001252', 'H001008', 'H000354', 'H000354', 'H000091', 'H000538', 'H000860']"
1231,U001232,loesseditor,Bloomington,IL,['H000505']
1232,U001233,karenbV3298KN,Toronto,ON,['H001063']
1233,U001234,Apatel1987,Wayne,PA,['H001063']
1234,U001235,Jennifer S,Douglasville,GA,"['H001063', 'H000004']"
1235,U001236,brandyc736,Philadelphia,PA,['H001063']
1236,U001237,JRoarkBigGatorFan,Fayetteville,TN,['H001063']
1237,U001238,stevefM7109UT,Richmond,VA,['H001063']
1238,U001239,Kathi R,Marshfield,MA,['H001063']
1239,U001240,Tom C,Lincolnville,ME,['H001063']
1240,U001241,Linda G,New Hyde Park,NY,['H001063']
1241,U001242,Gary S,Winston-Salem,NC,['H001063']
1242,U001243,nhhaney,Munford,TN,['H001063']
1243,U001244,meshell1231,Covington,VA,['H001063']
1244,U001245,Kathleen O,East Hartford,CT,['H001063']
1245,U001246,HooksFan,Corpus Christi,TX,['H000774']
1246,U001247,Episcopi,Huntsville,AL,['H000774']
1247,U001248,tt4kermit,Staunton,Virginia,['H000931']
1248,U001249,Hoosierbud,Mill Creek,WA,['H000113']
1249,U001250,Deidre S,Statesville,NorthCarolina,['H001283']
1250,U001251,jack h,Atlanta,GA,['H000221']
1251,U001252,festivalgirl411,Daytona Beach,FL,['H000166']
1252,U001253,Esperanza2060,Antwerp,Belgium,['H000084']
1253,U001254,LaMontay,Indianapolis,Indiana,['H000084']
1254,U001255,stevena232,Charlotte,NorthCarolina,['H000084']
1255,U001256,AnneHarrisR,Birmingham,Alabama,['H000084']
1256,U001257,Andrew S,Bellingham,Washington,"['H000084', 'H000265', 'H000061']"
1257,U001258,glock478,Perry,Georgia,['H000084']
1258,U001259,ucsbmatt,Rancho Mirage,CA,['H001049']
1259,U001260,TLD64,Overland Park,Kansas,['H001041']
1260,U001261,ambereagon,Cuyahoga Falls,Ohio,['H000361']
1261,U001262,kim w,London,Canada,['H000361']
1262,U001263,Melissa H,Hobart,Indiana,['H001034']
1263,U001264,jlspeedy1,Oceanside,CA,['H000986']
1264,U001265,Linda F,New Orleans,LA,"['H000986', 'H000525', 'H000983']"
1265,U001266,nomad2long,Boise,ID,['H000986']
1266,U001267,864nataliet,Henderson,NV,['H000986']
1267,U001268,brasmuss,Vancouver,WA,['H000986']
1268,U001269,Suzanne S,Mt Eliza,Australia,['H000817']
1269,U001270,HamiltonJohn,Hamilton,Canada,['H000817']
1270,U001271,mopaulett,Richfield,Ohio,['H000817']
1271,U001272,cardfan1976,Houston,Texas,['H000817']
1272,U001273,RoyFunkyDodo,Hopkins,Belize,['H000817']
1273,U001274,Marcus C,Calgary,Canada,['H000817']
1274,U001275,Derek2023,Boiling Springs,SouthCarolina,['H000817']
1275,U001276,suziecute91,Edmonton,Canada,['H000817']
1276,U001277,Discover8461,Dundee,Scotland,['H000817']
1277,U001278,TravelingFamily133,Reno,Nevada,['H000817']
1278,U001279,TCWoods,Rancho Palos Verdes,California,['H000817']
1279,U001280,Jonn S,Abbotsford,Canada,['H000817']
1280,U001281,268Alex_B268,Montreal,Quebec,['H000817']
1281,U001282,I-Fly-The-Eskimo,Newport Beach,California,['H000817']
1282,U001283,HJOwen,Prince George,Canada,['H000817']
1283,U001284,flossy82,Adelaide,Australia,['H000817']
1284,U001285,hamptonscruiser,Southampton,NewYork,['H000817']
1285,U001286,7thdaughter,Sydney,NewSouthWales,['H000817']
1286,U001287,MPC17,Chicago,Illinois,['H000817']
1287,U001288,cmarypoppins,Seattle,Washington,['H000817']
1288,U001289,lunchy1,Shellharbour,Australia,"['H000817', 'H000817']"
1289,U001290,Mahalo77,Phoenix,Arizona,['H000817']
1290,U001291,Jacqueline S,San Rafael,California,['H000817']
1291,U001292,Kevin S,Waikiki,Hawaii,['H000817']
1292,U001293,410margaretc,Sydney,Australia,['H000817']
1293,U001294,wonderland62,Hillsboro,Oregon,['H000817']
1294,U001295,happyonthebeach_11,South Whitley,Indiana,['H000817']
1295,U001296,Kathy S,Baltimore,Maryland,"['H000817', 'H000149']"
1296,U001297,John N,Brisbane Region,Australia,"['H000817', 'H001006']"
1297,U001298,GeorgetteCanberra,Canberra,Australia,['H000817']
1298,U001299,Mark A,Brisbane,Australia,"['H000817', 'H000748']"
1299,U001300,HibiscusDays,San Diego,California,['H000817']
1300,U001301,YLG1964,Auckland,NewZealand,['H000817']
1301,U001302,Rigglets,Georgetown,Texas,['H000817']
1302,U001303,Pete P,Indian Wells,California,['H000817']
1303,U001304,Margaret A,Hebron,Kentucky,['H000817']
1304,U001305,Susan N,Philadelphia,Pennsylvania,['H000817']
1305,U001306,Susan G,Melbourne,Australia,['H000817']
1306,U001307,W8220VMjenniferm,Wixom,Michigan,['H000817']
1307,U001308,kb_3095,Melbourne,Australia,['H000817']
1308,U001309,supershark01,Liverpool,UnitedKingdom,['H000817']
1309,U001310,C_Crane_333,Sheffield,UnitedKingdom,['H000817']
1310,U001311,Desleyhable,Brisbane,Australia,['H000817']
1311,U001312,Lily Q,Burlingame,California,['H000817']
1312,U001313,akranger,Fairbanks,Alaska,['H000817']
1313,U001314,Snowridge_10,Vancouver,Canada,['H000817']
1314,U001315,pasDePere_Wisconsin,De Pere,Wisconsin,['H000817']
1315,U001316,mikea1949,Wake Forest,NorthCarolina,['H000817']
1316,U001317,Tammiit,Melbourne,Australia,['H000817']
1317,U001318,Andrei C,Toronto,Canada,['H000817']
1318,U001319,steve h,Missoula,Montana,['H000817']
1319,U001320,JanetandRoss,Sydney,Australia,['H000817']
1320,U001321,VPL_10,Londonderry,NewHampshire,['H000817']
1321,U001322,Bill M,Sheffield,UnitedKingdom,"['H000817', 'H000218', 'H001053', 'H000024']"
1322,U001323,Blair55,Surrey,Canada,['H000817']
1323,U001324,elainebarden,Eastbourne,UnitedKingdom,['H000817']
1324,U001325,SKYTRAVEL_13,Roma,Italia,['H000817']
1325,U001326,Kala M,Waianae,Hawaii,['H000817']
1326,U001327,jhyunk,Honolulu,Hawaii,['H000817']
1327,U001328,NJGirlvTheWorld,Los Angeles,California,['H000817']
1328,U001329,sasha2566,Vancouver,Canada,['H000817']
1329,U001330,happymary1,Melbourne,Australia,['H000817']
1330,U001331,travelingCAgal,San Diego,California,['H000817']
1331,U001332,Ken C,Englewood,Florida,"['H000817', 'H000947', 'H000947']"
1332,U001333,dabaum77,Collinsville,Illinois,['H000817']
1333,U001334,RandA1991,Milwaukie,Oregon,['H000817']
1334,U001335,Liza T,Kingston,Canada,['H000817']
1335,U001336,Alice R,Dandridge,Tennessee,['H000817']
1336,U001337,Lise D,London,Canada,['H000817']
1337,U001338,nat21_11,Las Vegas,Nevada,['H000817']
1338,U001339,Randycoeur,Coeur dAlene,Idaho,['H000817']
1339,U001340,MikeLisa2014,Kailua,Hawaii,['H000817']
1340,U001341,Ray J,Orem,Utah,['H000817']
1341,U001342,Mary Jo N,Benton,Arkansas,['H000817']
1342,U001343,Julia_Nico,London,UnitedKingdom,['H000817']
1343,U001344,Clint B,Las Vegas,Nevada,['H000817']
1344,U001345,Rick R,Dayton,Ohio,['H000817']
1345,U001346,Tim C,Tannum Sands,Australia,['H000817']
1346,U001347,Goodolelady,San Antonio,Texas,['H000817']
1347,U001348,Discover15401,Calgary,AlbertaCanada,['H000817']
1348,U001349,Tihirahi,Sydney,Australia,['H000817']
1349,U001350,minoumex,Sydney,Australia,['H000817']
1350,U001351,Allison F,Charleston,SouthCarolina,['H000817']
1351,U001352,928carolinel,Sydney,Australia,['H000817']
1352,U001353,robtup,Melbourne,Australia,['H000817']
1353,U001354,Khach,Anchorage,Alaska,['H000817']
1354,U001355,nds06,Leicester,UnitedKingdom,['H000817']
1355,U001356,dirabbey,Los Gatos,California,['H000817']
1356,U001357,johnrod,Cairns,Australia,['H000817']
1357,U001358,gabdy,Brisbane,Australia,"['H000817', 'H000397']"
1358,U001359,RamblingVoyager,Anchorage,Alaska,['H000817']
1359,U001360,sazoo111,Kent,Washington,['H000817']
1360,U001361,Lattegirl72,Canberra,Australia,['H000817']
1361,U001362,Lisa S,Johnston,Iowa,"['H000817', 'H000004', 'H000208']"
1362,U001363,Jennifer G,Wellington,NewZealand,['H000817']
1363,U001364,joanne d,Melbourne,Australia,['H000817']
1364,U001365,CallMeCaspian,Kaarina,Finland,['H000817']
1365,U001366,346laurieb,Vancouver,Canada,['H000817']
1366,U001367,sjfAZ,Phoenix,Arizona,['H000817']
1367,U001368,313nataliab,Vancouver,Canada,['H000817']
1368,U001369,Ole S,Olympia,UnitedStates,['H000817']
1369,U001370,michelle c,Honolulu,Hawaii,['H000817']
1370,U001371,elodTlv,Tel Aviv,Israel,['H000817']
1371,U001372,TAAJ_2013,Toronto,Canada,['H000817']
1372,U001373,ttreadway,Ticonderoga,NewYork,['H000817']
1373,U001374,thoMADroART,Las Vegas,Nevada,['H000817']
1374,U001375,3Das,South Bend,Indiana,['H000817']
1375,U001376,Sunshine25111,Sydney,Australia,['H000817']
1376,U001377,wwwGlobeTrekker,Sydney,Australia,['H000817']
1377,U001378,retiredprof020,Montreal,Canada,['H000817']
1378,U001379,skip s,Vacaville,California,['H000817']
1379,U001380,navstu,liverpool,england,['H000817']
1380,U001381,OnVacati0n123,Vancouver,Canada,['H000817']
1381,U001382,herm305,Portsmouth,England,['H000817']
1382,U001383,520markc520,West Isli,UnitedStates,['H000817']
1383,U001384,california2003,Long Beach,California,['H000817']
1384,U001385,Rainbowcharrua,Melbourne,Australia,['H000817']
1385,U001386,SomeGuyFromColorado,Boulder,Colorado,['H000817']
1386,U001387,Richard M,Nacogdoches,Texas,"['H000817', 'H000455', 'H000400', 'H000860']"
1387,U001388,AndyDBee,Vancouver,Canada,['H000817']
1388,U001389,Sandra J,Quispamsis,Canada,"['H000817', 'H000816', 'H001208']"
1389,U001390,jpon68,Markham,Ontario,['H000817']
1390,U001391,dlee16,San Francisco,California,['H000817']
1391,U001392,Robert N,Dunstable,Massachusetts,['H000817']
1392,U001393,Erika F,Sedona,Arizona,['H000817']
1393,U001394,PDMM_Gourmands,Ottawa,Canada,['H000817']
1394,U001395,allstart1234,Usa,Japan,['H000817']
1395,U001396,KlassyKass,Vancouver,Canada,['H000817']
1396,U001397,n8_n_xtina,Coos Bay,Oregon,['H000817']
1397,U001398,Gabrielle L,Brisbane,Australia,['H000817']
1398,U001399,skyrider705,British Columbia,Canada,['H000817']
1399,U001400,FarmerChris,Iowa City,IA,['H000732']
1400,U001401,Robin M,Fayetteville,NorthCarolina,['H001271']
1401,U001402,Marty F,Chicago,IL,['H001125']
1402,U001403,98angelicah,Bakersfield,CA,['H000256']
1403,U001404,luvmykidz2015,Spokane Valley,WA,['H001126']
1404,U001405,Daniel V,Granite Falls,WA,['H001126']
1405,U001406,T M,SeaTac,WA,['H001126']
1406,U001407,rrgtrzn,East Wenatchee,WA,['H001126']
1407,U001408,rocknrich3,Keizer,OR,['H001126']
1408,U001409,John M,Wilsonville,OR,"['H001126', 'H000261', 'H000813', 'H000811', 'H000423', 'H000091']"
1409,U001410,Blossoms1944,Monroe,WA,['H001126']
1410,U001411,mnd56,Fort Wayne,IN,['H000355']
1411,U001412,Chris T,Kansas City,MO,['H000238']
1412,U001413,Jill S,New Haven,CT,['H000238']
1413,U001414,Kathy R,Randolph,NY,"['H000754', 'H000191']"
1414,U001415,larens2016,Yelm,WA,['H001237']
1415,U001416,timothyt691,Bellevue,WA,['H001237']
1416,U001417,319bonnieb,Salt Lake City,UT,['H001237']
1417,U001418,Missy B,Hot Springs,SD,['H001237']
1418,U001419,Jay B,Steamboat Springs,CO,"['H001237', 'H000452']"
1419,U001420,648jimv,Seattle,WA,['H001237']
1420,U001421,Warrenwanderings,Port Ludlow,WA,['H001237']
1421,U001422,Roadtripgirl415,Central Square,NY,['H000258']
1422,U001423,scorpiomj,Amesbury,MA,['H000258']
1423,U001424,Ashley V,Houma,LA,['H001098']
1424,U001425,mikhail534,St Petersburg,Russia,['H000497']
1425,U001426,Snowghostridin,Seattle,Washington,['H000497']
1426,U001427,smrboston,Boston,Massachusetts,['H000497']
1427,U001428,Jenny X,Dallas,Texas,['H000497']
1428,U001429,Ivan S,Sacramento,California,['H000497']
1429,U001430,Steve P,North Bethesda,Maryland,"['H000497', 'H000156']"
1430,U001431,momto7,Post Falls,Idaho,['H000497']
1431,U001432,catinca1,San Bruno,California,['H000497']
1432,U001433,Mayloughlin,Dublin,Ireland,['H000497']
1433,U001434,MollyCrist,Grand Rapids,Michigan,['H000497']
1434,U001435,parisryan,Seattle,Washington,"['H000497', 'H000909']"
1435,U001436,Debra C,Issaquah,Washington,['H000497']
1436,U001437,BlueEyeTours,Bend,Oregon,['H000497']
1437,U001438,Daydream48859086193,Bremerton,Washington,['H000497']
1438,U001439,Prefer1stClass,Brandon,Mississippi,['H000497']
1439,U001440,CherylNS,Seattle,Washington,['H000497']
1440,U001441,Lauren C,New York City,NewYork,['H000497']
1441,U001442,mizzelle,Boston,Massachusetts,['H000497']
1442,U001443,Nancy G,Santa Rosa,California,"['H000497', 'H001194']"
1443,U001444,fisher162016,Chattanooga,Tennessee,['H000497']
1444,U001445,0x616e63,Boston,Massachusetts,['H000497']
1445,U001446,Troy B,Los Angeles,California,['H000497']
1446,U001447,cchri1p,Smyrna,Georgia,"['H000497', 'H000672']"
1447,U001448,Greg H,Atascadero,California,['H000497']
1448,U001449,Neelee,Seattle,Washington,['H000497']
1449,U001450,Kate-n-Kunming,Eugene,Oregon,['H000497']
1450,U001451,Karen H,Craig,Alaska,"['H000497', 'H001171', 'H001131', 'H001026']"
1451,U001452,359sallyr,Bellingham,Washington,['H000497']
1452,U001453,travel4gr8food,Cayce,SC,['H000850']
1453,U001454,jeffa81201,Salida,CO,['H000850']
1454,U001455,buckeyenutt,Washington Court House,OH,['H001001']
1455,U001456,TravelingRandi,Lansing,MI,['H001001']
1456,U001457,Swancygnet,Cedarburg,WI,['H001001']
1457,U001458,Toohotvt,Hockessin,DE,['H000978']
1458,U001459,Julie D,Overland Park,KS,['H000978']
1459,U001460,shawnsJ7553GX,Deerfield,Illinois,['H001095']
1460,U001461,mikeyd1951,Lawrenceburg,Indiana,['H000972']
1461,U001462,unirose,El Monte,CA,['H000155']
1462,U001463,Sarahwhitewolf,Las Vegas,NV,['H001113']
1463,U001464,dudude68,Rancho Palos Verdes,CA,['H001113']
1464,U001465,Isaac R,Yuma,Arizona,['H000932']
1465,U001466,Brad_D_H,Fayetteville,AR,['H000216']
1466,U001467,Dell A,Albany,UnitedStates,['H000357']
1467,U001468,Debi W,Newbury Park,UnitedStates,['H000357']
1468,U001469,D&MUpnorth,Mississauga,Canada,['H000357']
1469,U001470,conleym54,Memphis,Tennessee,['H000357']
1470,U001471,Y6489VJsuzannes,Usak Province,Turkey,['H000357']
1471,U001472,jjhuckleberry,Fontana,Wisconsin,['H000357']
1472,U001473,BGoliath,London,UnitedKingdom,['H000357']
1473,U001474,Don H,Santa Rosa,California,"['H000357', 'H000148']"
